Table Name,State Code,District Code,Area Name,Total/ Rural/Urban,Age (in years),Total - Male,Total - Female,PSUs - Male,PSUs - Female,Private - Male,Private - Female,Business owners - Male,Business owners - Female,Zero income - Male,Zero income - Female,Other kind of employment - Male,Other kind of employment- Female
HH06,33,611,The Nilgiris,Urban,70-79,5574,925,48,60,3390,250,2113,577,22,33,1,5
HH06,33,611,The Nilgiris,Urban,80+,1374,360,6,18,707,77,661,255,0,7,0,3
HH06,33,611,The Nilgiris,Urban,Age Not Stated,66,22,9,12,40,7,16,3,0,0,1,0
HH06,33,612,Dindigul,Total,All Ages,522197,37575,4082,1694,447985,12592,68352,18883,1559,3918,219,488
HH06,33,612,Dindigul,Total,Less than 20,1102,240,388,185,630,34,81,15,2,6,1,0
HH06,33,612,Dindigul,Total,20-29,31129,1024,1074,116,29226,587,771,155,44,143,14,23
HH06,33,612,Dindigul,Total,30-39,114452,4224,906,204,107813,2178,5416,819,258,877,59,146
HH06,33,612,Dindigul,Total,40-49,143237,7398,667,353,129110,3181,12950,2338,444,1366,66,160
HH06,33,612,Dindigul,Total,50-59,108614,8034,450,364,90843,2949,16905,3783,371,849,45,89
HH06,33,612,Dindigul,Total,60-69,81476,9137,338,299,61120,2453,19704,5850,287,482,27,53
HH06,33,612,Dindigul,Total,70-79,33354,5399,154,127,23570,923,9501,4180,123,155,6,14
HH06,33,612,Dindigul,Total,80+,8444,2072,38,33,5408,272,2970,1731,28,33,0,3
HH06,33,612,Dindigul,Total,Age Not Stated,389,47,67,13,265,15,54,12,2,7,1,0
HH06,33,612,Dindigul,Rural,All Ages,325260,25191,2494,948,277668,8368,43927,13025,1036,2567,135,283
HH06,33,612,Dindigul,Rural,Less than 20,718,146,258,114,404,20,54,9,1,3,1,0
HH06,33,612,Dindigul,Rural,20-29,20227,681,694,68,18951,393,541,119,33,93,8,8
HH06,33,612,Dindigul,Rural,30-39,69924,2760,545,121,65659,1431,3530,564,156,563,34,81
HH06,33,612,Dindigul,Rural,40-49,87308,4912,365,211,78499,2124,8122,1610,286,872,36,95
HH06,33,612,Dindigul,Rural,50-59,66874,5317,253,202,55782,1927,10559,2574,247,559,33,55
HH06,33,612,Dindigul,Rural,60-69,52892,6316,215,140,39528,1651,12919,4143,213,349,17,33
HH06,33,612,Dindigul,Rural,70-79,21581,3680,93,61,15163,620,6236,2885,84,104,5,10
HH06,33,612,Dindigul,Rural,80+,5475,1345,25,20,3498,189,1937,1115,15,20,0,1
HH06,33,612,Dindigul,Rural,Age Not Stated,261,34,46,11,184,13,29,6,1,4,1,0
HH06,33,612,Dindigul,Urban,All Ages,196937,12384,1588,746,170317,4224,24425,5858,523,1351,84,205
HH06,33,612,Dindigul,Urban,Less than 20,384,94,130,71,226,14,27,6,1,3,0,0
HH06,33,612,Dindigul,Urban,20-29,10902,343,380,48,10275,194,230,36,11,50,6,15
HH06,33,612,Dindigul,Urban,30-39,44528,1464,361,83,42154,747,1886,255,102,314,25,65
HH06,33,612,Dindigul,Urban,40-49,55929,2486,302,142,50611,1057,4828,728,158,494,30,65
HH06,33,612,Dindigul,Urban,50-59,41740,2717,197,162,35061,1022,6346,1209,124,290,12,34
HH06,33,612,Dindigul,Urban,60-69,28584,2821,123,159,21592,802,6785,1707,74,133,10,20
HH06,33,612,Dindigul,Urban,70-79,11773,1719,61,66,8407,303,3265,1295,39,51,1,4
HH06,33,612,Dindigul,Urban,80+,2969,727,13,13,1910,83,1033,616,13,13,0,2
HH06,33,612,Dindigul,Urban,Age Not Stated,128,13,21,2,81,2,25,6,1,3,0,0
HH06,33,613,Karur ,Total,All Ages,267638,19133,2673,536,222862,5357,40750,9887,1239,3112,114,241
HH06,33,613,Karur ,Total,Less than 20,402,96,179,72,195,18,28,3,0,3,0,0
HH06,33,613,Karur ,Total,20-29,12970,600,808,65,11790,309,330,66,37,145,5,15
HH06,33,613,Karur ,Total,30-39,54431,2126,669,62,50538,941,2992,375,191,674,41,74
HH06,33,613,Karur ,Total,40-49,71747,3800,402,108,63362,1421,7595,1122,359,1066,29,83
HH06,33,613,Karur ,Total,50-59,58270,3988,258,124,47822,1231,9887,1914,280,672,23,47
HH06,33,613,Karur ,Total,60-69,45024,4476,202,72,32781,983,11786,2973,244,428,11,20
HH06,33,613,Karur ,Total,70-79,19784,2835,110,24,13277,338,6290,2367,104,106,3,0
HH06,33,613,Karur ,Total,80+,4940,1202,27,6,3062,114,1826,1062,23,18,2,2
HH06,33,613,Karur ,Total,Age Not Stated,70,10,18,3,35,2,16,5,1,0,0,0
HH06,33,613,Karur ,Rural,All Ages,155811,12427,1582,301,127328,3185,25968,6863,865,1949,68,129
HH06,33,613,Karur ,Rural,Less than 20,224,68,102,52,104,12,18,1,0,3,0,0
HH06,33,613,Karur ,Rural,20-29,7064,374,460,34,6375,206,205,37,21,88,3,9
HH06,33,613,Karur ,Rural,30-39,29251,1273,366,33,26946,550,1805,242,110,418,24,30
HH06,33,613,Karur ,Rural,40-49,39853,2365,244,55,34778,827,4569,780,246,655,16,48
HH06,33,613,Karur ,Rural,50-59,34102,2554,168,76,27559,732,6165,1308,198,413,12,25
HH06,33,613,Karur ,Rural,60-69,28693,2974,133,38,20604,600,7763,2035,185,286,8,15
HH06,33,613,Karur ,Rural,70-79,13203,1964,78,7,8815,196,4222,1687,85,74,3,0
HH06,33,613,Karur ,Rural,80+,3375,848,21,3,2120,62,1212,769,20,12,2,2
HH06,33,613,Karur ,Rural,Age Not Stated,46,7,10,3,27,0,9,4,0,0,0,0
HH06,33,613,Karur ,Urban,All Ages,111827,6706,1091,235,95534,2172,14782,3024,374,1163,46,112
HH06,33,613,Karur ,Urban,Less than 20,178,28,77,20,91,6,10,2,0,0,0,0
HH06,33,613,Karur ,Urban,20-29,5906,226,348,31,5415,103,125,29,16,57,2,6
HH06,33,613,Karur ,Urban,30-39,25180,853,303,29,23592,391,1187,133,81,256,17,44
HH06,33,613,Karur ,Urban,40-49,31894,1435,158,53,28584,594,3026,342,113,411,13,35
HH06,33,613,Karur ,Urban,50-59,24168,1434,90,48,20263,499,3722,606,82,259,11,22
HH06,33,613,Karur ,Urban,60-69,16331,1502,69,34,12177,383,4023,938,59,142,3,5
HH06,33,613,Karur ,Urban,70-79,6581,871,32,17,4462,142,2068,680,19,32,0,0
HH06,33,613,Karur ,Urban,80+,1565,354,6,3,942,52,614,293,3,6,0,0
HH06,33,613,Karur ,Urban,Age Not Stated,24,3,8,0,8,2,7,1,1,0,0,0
HH06,33,614,Tiruchirappalli,Total,All Ages,649421,47616,7519,2990,543194,17236,96534,21923,1936,4990,238,477
HH06,33,614,Tiruchirappalli,Total,Less than 20,1037,353,468,260,513,72,50,16,5,4,1,1
HH06,33,614,Tiruchirappalli,Total,20-29,31319,2000,2579,275,27773,1350,912,145,48,206,7,24
HH06,33,614,Tiruchirappalli,Total,30-39,130400,6196,1674,351,121207,3749,7146,806,325,1165,48,125
HH06,33,614,Tiruchirappalli,Total,40-49,176554,9481,1174,638,156244,4409,18440,2509,614,1755,82,170
HH06,33,614,Tiruchirappalli,Total,50-59,148052,9981,806,722,121852,3606,24880,4478,452,1085,62,90
HH06,33,614,Tiruchirappalli,Total,60-69,106058,10404,518,502,78023,2616,27160,6673,331,567,26,46
HH06,33,614,Tiruchirappalli,Total,70-79,44374,6451,205,189,30306,1090,13731,4991,124,164,8,17
HH06,33,614,Tiruchirappalli,Total,80+,11213,2691,46,40,6993,320,4135,2283,35,44,4,4
HH06,33,614,Tiruchirappalli,Total,Age Not Stated,414,59,49,13,283,24,80,22,2,0,0,0
HH06,33,614,Tiruchirappalli,Rural,All Ages,330339,26553,3116,1445,270017,8935,55972,13254,1144,2719,90,200
HH06,33,614,Tiruchirappalli,Rural,Less than 20,522,170,231,119,256,40,32,8,2,2,1,1
HH06,33,614,Tiruchirappalli,Rural,20-29,15646,1208,934,127,14064,859,617,94,25,118,6,10
HH06,33,614,Tiruchirappalli,Rural,30-39,66061,3436,702,182,60885,2071,4265,484,186,655,23,44
HH06,33,614,Tiruchirappalli,Rural,40-49,87900,5117,514,344,76755,2226,10246,1543,360,932,25,72
HH06,33,614,Tiruchirappalli,Rural,50-59,71954,5396,349,359,57600,1698,13713,2735,272,568,20,36
HH06,33,614,Tiruchirappalli,Rural,60-69,57507,6075,244,222,40569,1359,16475,4134,209,333,10,27
HH06,33,614,Tiruchirappalli,Rural,70-79,24509,3655,93,65,16118,528,8226,2967,69,87,3,8
HH06,33,614,Tiruchirappalli,Rural,80+,6054,1466,25,20,3645,141,2361,1279,21,24,2,2
HH06,33,614,Tiruchirappalli,Rural,Age Not Stated,186,30,24,7,125,13,37,10,0,0,0,0
HH06,33,614,Tiruchirappalli,Urban,All Ages,319082,21063,4403,1545,273177,8301,40562,8669,792,2271,148,277
HH06,33,614,Tiruchirappalli,Urban,Less than 20,515,183,237,141,257,32,18,8,3,2,0,0
HH06,33,614,Tiruchirappalli,Urban,20-29,15673,792,1645,148,13709,491,295,51,23,88,1,14
HH06,33,614,Tiruchirappalli,Urban,30-39,64339,2760,972,169,60322,1678,2881,322,139,510,25,81
HH06,33,614,Tiruchirappalli,Urban,40-49,88654,4364,660,294,79489,2183,8194,966,254,823,57,98
HH06,33,614,Tiruchirappalli,Urban,50-59,76098,4585,457,363,64252,1908,11167,1743,180,517,42,54
HH06,33,614,Tiruchirappalli,Urban,60-69,48551,4329,274,280,37454,1257,10685,2539,122,234,16,19
HH06,33,614,Tiruchirappalli,Urban,70-79,19865,2796,112,124,14188,562,5505,2024,55,77,5,9
HH06,33,614,Tiruchirappalli,Urban,80+,5159,1225,21,20,3348,179,1774,1004,14,20,2,2
HH06,33,614,Tiruchirappalli,Urban,Age Not Stated,228,29,25,6,158,11,43,12,2,0,0,0
HH06,33,615,Perambalur  ,Total,All Ages,132609,16370,799,387,111612,10078,19848,4922,308,866,42,117
HH06,33,615,Perambalur  ,Total,Less than 20,306,132,91,50,182,72,31,9,1,1,1,0
HH06,33,615,Perambalur  ,Total,20-29,6723,2130,320,35,6057,2007,337,40,7,42,2,6
HH06,33,615,Perambalur  ,Total,30-39,28350,4042,158,67,26381,3530,1752,192,51,220,8,33
HH06,33,615,Perambalur  ,Total,40-49,35023,3203,74,85,31117,2241,3722,537,96,301,14,39
HH06,33,615,Perambalur  ,Total,50-59,27907,2345,72,86,23057,1029,4701,1025,68,182,9,23
HH06,33,615,Perambalur  ,Total,60-69,22487,2496,47,45,16647,788,5731,1563,56,90,6,10
HH06,33,615,Perambalur  ,Total,70-79,9403,1467,19,11,6589,319,2769,1107,24,25,2,5
HH06,33,615,Perambalur  ,Total,80+,2348,544,6,5,1543,87,794,446,5,5,0,1
HH06,33,615,Perambalur  ,Total,Age Not Stated,62,11,12,3,39,5,11,3,0,0,0,0
HH06,33,615,Perambalur  ,Rural,All Ages,109597,14159,638,297,91846,8805,16810,4261,270,717,33,79
HH06,33,615,Perambalur  ,Rural,Less than 20,261,113,82,38,153,67,24,8,1,0,1,0
HH06,33,615,Perambalur  ,Rural,20-29,5610,1948,245,27,5061,1845,297,34,6,37,1,5
HH06,33,615,Perambalur  ,Rural,30-39,23110,3516,126,49,21471,3099,1464,167,41,182,8,19
HH06,33,615,Perambalur  ,Rural,40-49,28535,2712,57,68,25277,1910,3102,468,87,244,12,22
HH06,33,615,Perambalur  ,Rural,50-59,22836,1967,58,69,18780,840,3932,884,59,155,7,19
HH06,33,615,Perambalur  ,Rural,60-69,19140,2160,41,33,14117,688,4928,1358,51,73,3,8
HH06,33,615,Perambalur  ,Rural,70-79,8053,1275,13,7,5629,284,2389,958,21,21,1,5
HH06,33,615,Perambalur  ,Rural,80+,2003,461,6,4,1328,69,665,382,4,5,0,1
HH06,33,615,Perambalur  ,Rural,Age Not Stated,49,7,10,2,30,3,9,2,0,0,0,0
HH06,33,615,Perambalur  ,Urban,All Ages,23012,2211,161,90,19766,1273,3038,661,38,149,9,38
HH06,33,615,Perambalur  ,Urban,Less than 20,45,19,9,12,29,5,7,1,0,1,0,0
HH06,33,615,Perambalur  ,Urban,20-29,1113,182,75,8,996,162,40,6,1,5,1,1
HH06,33,615,Perambalur  ,Urban,30-39,5240,526,32,18,4910,431,288,25,10,38,0,14
HH06,33,615,Perambalur  ,Urban,40-49,6488,491,17,17,5840,331,620,69,9,57,2,17
HH06,33,615,Perambalur  ,Urban,50-59,5071,378,14,17,4277,189,769,141,9,27,2,4
HH06,33,615,Perambalur  ,Urban,60-69,3347,336,6,12,2530,100,803,205,5,17,3,2
HH06,33,615,Perambalur  ,Urban,70-79,1350,192,6,4,960,35,380,149,3,4,1,0
HH06,33,615,Perambalur  ,Urban,80+,345,83,0,1,215,18,129,64,1,0,0,0
HH06,33,615,Perambalur  ,Urban,Age Not Stated,13,4,2,1,9,2,2,1,0,0,0,0
HH06,33,616,Ariyalur  ,Total,All Ages,180123,16829,1277,383,153071,8873,25291,6412,436,1075,48,86
HH06,33,616,Ariyalur  ,Total,Less than 20,355,119,105,57,207,49,43,6,0,7,0,0
HH06,33,616,Ariyalur  ,Total,20-29,8239,1799,443,45,7430,1657,347,43,16,50,3,4
HH06,33,616,Ariyalur  ,Total,30-39,37609,3637,301,53,35000,3006,2213,273,84,277,11,28
HH06,33,616,Ariyalur  ,Total,40-49,50021,3122,167,78,44710,1870,5008,792,118,359,18,23
HH06,33,616,Ariyalur  ,Total,50-59,36830,2524,101,66,30906,1014,5731,1211,84,215,8,18
HH06,33,616,Ariyalur  ,Total,60-69,30201,2968,88,59,22715,804,7317,1960,78,133,3,12
HH06,33,616,Ariyalur  ,Total,70-79,13253,1804,44,18,9602,360,3561,1402,42,23,4,1
HH06,33,616,Ariyalur  ,Total,80+,3514,843,10,4,2437,109,1052,719,14,11,1,0
HH06,33,616,Ariyalur  ,Total,Age Not Stated,101,13,18,3,64,4,19,6,0,0,0,0
HH06,33,616,Ariyalur  ,Rural,All Ages,160494,15295,1118,315,136160,8140,22785,5840,389,921,42,79
HH06,33,616,Ariyalur  ,Rural,Less than 20,318,105,93,47,185,47,40,5,0,6,0,0
HH06,33,616,Ariyalur  ,Rural,20-29,7397,1707,395,39,6677,1580,308,41,14,43,3,4
HH06,33,616,Ariyalur  ,Rural,30-39,33483,3360,257,46,31135,2799,2004,256,79,235,8,24
HH06,33,616,Ariyalur  ,Rural,40-49,44201,2813,144,68,39494,1686,4445,726,102,310,16,23
HH06,33,616,Ariyalur  ,Rural,50-59,32651,2256,89,50,27354,898,5128,1106,72,185,8,17
HH06,33,616,Ariyalur  ,Rural,60-69,27267,2704,74,46,20452,725,6664,1806,74,116,3,11
HH06,33,616,Ariyalur  ,Rural,70-79,11932,1595,39,15,8612,311,3242,1251,36,18,3,0
HH06,33,616,Ariyalur  ,Rural,80+,3156,745,9,3,2198,91,936,643,12,8,1,0
HH06,33,616,Ariyalur  ,Rural,Age Not Stated,89,10,18,1,53,3,18,6,0,0,0,0
HH06,33,616,Ariyalur  ,Urban,All Ages,19629,1534,159,68,16911,733,2506,572,47,154,6,7
HH06,33,616,Ariyalur  ,Urban,Less than 20,37,14,12,10,22,2,3,1,0,1,0,0
HH06,33,616,Ariyalur  ,Urban,20-29,842,92,48,6,753,77,39,2,2,7,0,0
HH06,33,616,Ariyalur  ,Urban,30-39,4126,277,44,7,3865,207,209,17,5,42,3,4
HH06,33,616,Ariyalur  ,Urban,40-49,5820,309,23,10,5216,184,563,66,16,49,2,0
HH06,33,616,Ariyalur  ,Urban,50-59,4179,268,12,16,3552,116,603,105,12,30,0,1
HH06,33,616,Ariyalur  ,Urban,60-69,2934,264,14,13,2263,79,653,154,4,17,0,1
HH06,33,616,Ariyalur  ,Urban,70-79,1321,209,5,3,990,49,319,151,6,5,1,1
HH06,33,616,Ariyalur  ,Urban,80+,358,98,1,1,239,18,116,76,2,3,0,0
HH06,33,616,Ariyalur  ,Urban,Age Not Stated,12,3,0,2,11,1,1,0,0,0,0,0
HH06,33,617,Cuddalore,Total,All Ages,592699,40842,4808,1089,512417,18320,74451,18664,888,2491,135,278
HH06,33,617,Cuddalore,Total,Less than 20,1503,425,582,315,802,79,117,25,2,5,0,1
HH06,33,617,Cuddalore,Total,20-29,32766,2469,1730,153,29834,1973,1160,190,37,139,5,14
HH06,33,617,Cuddalore,Total,30-39,135555,6344,1104,99,126572,4582,7668,903,179,676,32,84
HH06,33,617,Cuddalore,Total,40-49,172368,8382,603,177,154414,4657,17033,2547,259,905,59,96
HH06,33,617,Cuddalore,Total,50-59,128022,8203,342,176,107960,3400,19490,4091,211,493,19,43
HH06,33,617,Cuddalore,Total,60-69,80272,8065,213,91,61586,2402,18330,5338,128,206,15,28
HH06,33,617,Cuddalore,Total,70-79,33224,4876,90,54,24728,941,8344,3822,58,50,4,9
HH06,33,617,Cuddalore,Total,80+,8489,2003,43,11,6192,250,2239,1723,14,16,1,3
HH06,33,617,Cuddalore,Total,Age Not Stated,500,75,101,13,329,36,70,25,0,1,0,0
HH06,33,617,Cuddalore,Rural,All Ages,393754,28475,3012,547,337661,12510,52411,13675,597,1610,73,133
HH06,33,617,Cuddalore,Rural,Less than 20,1021,260,382,180,546,59,91,17,2,3,0,1
HH06,33,617,Cuddalore,Rural,20-29,23962,1839,1191,84,21870,1510,871,136,26,97,4,12
HH06,33,617,Cuddalore,Rural,30-39,92544,4457,673,47,86297,3274,5427,673,124,427,23,36
HH06,33,617,Cuddalore,Rural,40-49,109803,5621,330,80,97436,3042,11851,1876,163,579,23,44
HH06,33,617,Cuddalore,Rural,50-59,81832,5594,165,85,67986,2214,13525,2965,147,313,9,17
HH06,33,617,Cuddalore,Rural,60-69,55416,5788,118,38,42068,1589,13136,4005,83,141,11,15
HH06,33,617,Cuddalore,Rural,70-79,22891,3467,58,20,16908,631,5880,2773,42,37,3,6
HH06,33,617,Cuddalore,Rural,80+,5947,1397,20,4,4339,167,1578,1212,10,12,0,2
HH06,33,617,Cuddalore,Rural,Age Not Stated,338,52,75,9,211,24,52,18,0,1,0,0
HH06,33,617,Cuddalore,Urban,All Ages,198945,12367,1796,542,174756,5810,22040,4989,291,881,62,145
HH06,33,617,Cuddalore,Urban,Less than 20,482,165,200,135,256,20,26,8,0,2,0,0
HH06,33,617,Cuddalore,Urban,20-29,8804,630,539,69,7964,463,289,54,11,42,1,2
HH06,33,617,Cuddalore,Urban,30-39,43011,1887,431,52,40275,1308,2241,230,55,249,9,48
HH06,33,617,Cuddalore,Urban,40-49,62565,2761,273,97,56978,1615,5182,671,96,326,36,52
HH06,33,617,Cuddalore,Urban,50-59,46190,2609,177,91,39974,1186,5965,1126,64,180,10,26
HH06,33,617,Cuddalore,Urban,60-69,24856,2277,95,53,19518,813,5194,1333,45,65,4,13
HH06,33,617,Cuddalore,Urban,70-79,10333,1409,32,34,7820,310,2464,1049,16,13,1,3
HH06,33,617,Cuddalore,Urban,80+,2542,606,23,7,1853,83,661,511,4,4,1,1
HH06,33,617,Cuddalore,Urban,Age Not Stated,162,23,26,4,118,12,18,7,0,0,0,0
HH06,33,618,Nagapattinam  ,Total,All Ages,376636,36566,3300,1059,311371,19115,61066,13698,782,2375,117,319
HH06,33,618,Nagapattinam  ,Total,Less than 20,784,306,343,215,376,69,65,21,0,1,0,0
HH06,33,618,Nagapattinam  ,Total,20-29,16730,2423,1140,168,14954,2033,616,73,15,131,5,18
HH06,33,618,Nagapattinam  ,Total,30-39,72783,7241,790,140,67508,5938,4340,454,118,613,27,96
HH06,33,618,Nagapattinam  ,Total,40-49,105049,7681,456,178,92004,5093,12293,1448,260,867,36,95
HH06,33,618,Nagapattinam  ,Total,50-59,86175,6354,250,193,69471,2940,16226,2675,205,485,23,61
HH06,33,618,Nagapattinam  ,Total,60-69,61176,6530,166,116,44013,2058,16863,4110,117,207,17,39
HH06,33,618,Nagapattinam  ,Total,70-79,26344,4121,80,39,18036,770,8176,3246,48,59,4,7
HH06,33,618,Nagapattinam  ,Total,80+,7432,1886,39,5,4911,203,2463,1663,15,12,4,3
HH06,33,618,Nagapattinam  ,Total,Age Not Stated,163,24,36,5,98,11,24,8,4,0,1,0
HH06,33,618,Nagapattinam  ,Rural,All Ages,294332,28744,2368,719,242767,14795,48515,11181,601,1826,81,223
HH06,33,618,Nagapattinam  ,Rural,Less than 20,578,230,231,153,292,59,55,17,0,1,0,0
HH06,33,618,Nagapattinam  ,Rural,20-29,13078,2006,830,129,11743,1693,492,60,9,112,4,12
HH06,33,618,Nagapattinam  ,Rural,30-39,56571,5664,604,107,52414,4662,3439,356,92,473,22,66
HH06,33,618,Nagapattinam  ,Rural,40-49,81560,5911,319,116,71230,3880,9790,1183,200,664,21,68
HH06,33,618,Nagapattinam  ,Rural,50-59,67421,4968,163,123,54205,2227,12882,2207,155,367,16,44
HH06,33,618,Nagapattinam  ,Rural,60-69,48518,5169,107,71,34835,1529,13471,3390,94,155,11,24
HH06,33,618,Nagapattinam  ,Rural,70-79,20702,3308,55,12,14136,577,6476,2668,33,44,2,7
HH06,33,618,Nagapattinam  ,Rural,80+,5783,1464,30,3,3841,157,1894,1292,14,10,4,2
HH06,33,618,Nagapattinam  ,Rural,Age Not Stated,121,24,29,5,71,11,16,8,4,0,1,0
HH06,33,618,Nagapattinam  ,Urban,All Ages,82304,7822,932,340,68604,4320,12551,2517,181,549,36,96
HH06,33,618,Nagapattinam  ,Urban,Less than 20,206,76,112,62,84,10,10,4,0,0,0,0
HH06,33,618,Nagapattinam  ,Urban,20-29,3652,417,310,39,3211,340,124,13,6,19,1,6
HH06,33,618,Nagapattinam  ,Urban,30-39,16212,1577,186,33,15094,1276,901,98,26,140,5,30
HH06,33,618,Nagapattinam  ,Urban,40-49,23489,1770,137,62,20774,1213,2503,265,60,203,15,27
HH06,33,618,Nagapattinam  ,Urban,50-59,18754,1386,87,70,15266,713,3344,468,50,118,7,17
HH06,33,618,Nagapattinam  ,Urban,60-69,12658,1361,59,45,9178,529,3392,720,23,52,6,15
HH06,33,618,Nagapattinam  ,Urban,70-79,5642,813,25,27,3900,193,1700,578,15,15,2,0
HH06,33,618,Nagapattinam  ,Urban,80+,1649,422,9,2,1070,46,569,371,1,2,0,1
HH06,33,618,Nagapattinam  ,Urban,Age Not Stated,42,0,7,0,27,0,8,0,0,0,0,0
HH06,33,619,Thiruvarur,Total,All Ages,299825,26983,2313,715,251091,13098,45799,11058,532,1907,90,205
HH06,33,619,Thiruvarur,Total,Less than 20,676,149,186,98,431,35,58,10,1,6,0,0
HH06,33,619,Thiruvarur,Total,20-29,11473,1567,754,127,10298,1283,403,73,14,69,4,15
HH06,33,619,Thiruvarur,Total,30-39,57959,5009,614,116,54037,3945,3203,363,82,530,23,55
HH06,33,619,Thiruvarur,Total,40-49,85936,5548,309,135,76269,3551,9182,1124,152,666,24,72
HH06,33,619,Thiruvarur,Total,50-59,69451,4958,192,120,56961,2138,12129,2252,146,415,23,33
HH06,33,619,Thiruvarur,Total,60-69,49441,5230,134,77,35962,1491,13250,3464,85,180,10,18
HH06,33,619,Thiruvarur,Total,70-79,19743,3208,57,32,13703,511,5941,2621,38,36,4,8
HH06,33,619,Thiruvarur,Total,80+,4916,1278,21,5,3293,127,1587,1137,13,5,2,4
HH06,33,619,Thiruvarur,Total,Age Not Stated,230,36,46,5,137,17,46,14,1,0,0,0
HH06,33,619,Thiruvarur,Rural,All Ages,240921,20879,1820,540,201442,9419,37176,9309,417,1466,66,145
HH06,33,619,Thiruvarur,Rural,Less than 20,552,111,144,73,360,25,47,8,1,5,0,0
HH06,33,619,Thiruvarur,Rural,20-29,9511,1179,611,104,8539,946,348,60,9,58,4,11
HH06,33,619,Thiruvarur,Rural,30-39,46661,3653,505,93,43481,2795,2596,296,62,431,17,38
HH06,33,619,Thiruvarur,Rural,40-49,68592,4097,217,106,60830,2503,7409,945,121,494,15,49
HH06,33,619,Thiruvarur,Rural,50-59,55509,3887,141,91,45492,1560,9742,1905,114,308,20,23
HH06,33,619,Thiruvarur,Rural,60-69,40054,4269,100,48,28944,1099,10938,2970,67,138,5,14
HH06,33,619,Thiruvarur,Rural,70-79,15889,2605,49,17,11013,386,4791,2167,33,28,3,7
HH06,33,619,Thiruvarur,Rural,80+,3968,1047,15,3,2674,90,1268,947,9,4,2,3
HH06,33,619,Thiruvarur,Rural,Age Not Stated,185,31,38,5,109,15,37,11,1,0,0,0
HH06,33,619,Thiruvarur,Urban,All Ages,58904,6104,493,175,49649,3679,8623,1749,115,441,24,60
HH06,33,619,Thiruvarur,Urban,Less than 20,124,38,42,25,71,10,11,2,0,1,0,0
HH06,33,619,Thiruvarur,Urban,20-29,1962,388,143,23,1759,337,55,13,5,11,0,4
HH06,33,619,Thiruvarur,Urban,30-39,11298,1356,109,23,10556,1150,607,67,20,99,6,17
HH06,33,619,Thiruvarur,Urban,40-49,17344,1451,92,29,15439,1048,1773,179,31,172,9,23
HH06,33,619,Thiruvarur,Urban,50-59,13942,1071,51,29,11469,578,2387,347,32,107,3,10
HH06,33,619,Thiruvarur,Urban,60-69,9387,961,34,29,7018,392,2312,494,18,42,5,4
HH06,33,619,Thiruvarur,Urban,70-79,3854,603,8,15,2690,125,1150,454,5,8,1,1
HH06,33,619,Thiruvarur,Urban,80+,948,231,6,2,619,37,319,190,4,1,0,1
HH06,33,619,Thiruvarur,Urban,Age Not Stated,45,5,8,0,28,2,9,3,0,0,0,0
HH06,33,620,Thanjavur,Total,All Ages,546891,57410,4964,1750,455620,31094,84908,20219,1214,3919,185,428
HH06,33,620,Thanjavur,Total,Less than 20,944,370,474,267,384,78,84,20,2,5,0,0
HH06,33,620,Thanjavur,Total,20-29,18024,3864,1437,239,15919,3382,633,71,33,155,2,17
HH06,33,620,Thanjavur,Total,30-39,101284,12224,1278,244,93974,10296,5811,593,180,980,41,111
HH06,33,620,Thanjavur,Total,40-49,157516,12437,723,341,139388,8408,16984,2135,362,1402,59,151
HH06,33,620,Thanjavur,Total,50-59,130695,9933,484,315,106547,4515,23281,4155,338,864,45,84
HH06,33,620,Thanjavur,Total,60-69,91772,9920,321,234,67273,2998,23957,6250,195,392,26,46
HH06,33,620,Thanjavur,Total,70-79,37126,6189,142,86,25871,1125,11023,4860,80,102,10,16
HH06,33,620,Thanjavur,Total,80+,9264,2428,50,15,6097,274,3092,2119,24,17,1,3
HH06,33,620,Thanjavur,Total,Age Not Stated,266,45,55,9,167,18,43,16,0,2,1,0
HH06,33,620,Thanjavur,Rural,All Ages,352187,38425,3102,987,290153,20376,58001,14354,820,2456,111,252
HH06,33,620,Thanjavur,Rural,Less than 20,648,245,309,176,279,50,59,15,1,4,0,0
HH06,33,620,Thanjavur,Rural,20-29,11598,2724,976,160,10135,2396,468,53,17,104,2,11
HH06,33,620,Thanjavur,Rural,30-39,64908,8201,854,161,59854,6919,4050,426,127,637,23,58
HH06,33,620,Thanjavur,Rural,40-49,100310,8022,404,200,88042,5297,11584,1537,246,899,34,89
HH06,33,620,Thanjavur,Rural,50-59,83317,6563,242,149,67057,2856,15751,3005,241,501,26,52
HH06,33,620,Thanjavur,Rural,60-69,61120,6905,171,95,44187,1965,16623,4579,122,238,17,28
HH06,33,620,Thanjavur,Rural,70-79,24097,4170,82,36,16552,716,7407,3344,48,62,8,12
HH06,33,620,Thanjavur,Rural,80+,6024,1566,27,5,3944,166,2034,1383,18,10,1,2
HH06,33,620,Thanjavur,Rural,Age Not Stated,165,29,37,5,103,11,25,12,0,1,0,0
HH06,33,620,Thanjavur,Urban,All Ages,194704,18985,1862,763,165467,10718,26907,5865,394,1463,74,176
HH06,33,620,Thanjavur,Urban,Less than 20,296,125,165,91,105,28,25,5,1,1,0,0
HH06,33,620,Thanjavur,Urban,20-29,6426,1140,461,79,5784,986,165,18,16,51,0,6
